"Procedure","RunNumberFilterValue","baselineBlockList","Running","baselineBlockList.Cycle","baselineBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","BAS1SamplingList","TrialType","CorrectAnswer","CueCorrect","ITI","ms","TRs","Cue","Probe","BYListBas1Pro2Rea1","colorlistBasPro","CurrentColor","Probeimage","Location","probeloc","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","CueSlide.OnsetDelay","CueSlide.OnsetTime","CueSlide.DurationError","CueSlide.Duration","CueSlide.StartTime","CueSlide.OffsetTime","CueSlide.FinishTime","CueSlide.OffsetDelay","CueSlide.RTTime","CueSlide.ACC","CueSlide.RT","CueSlide.RESP","CueSlide.CRESP","Delay.OnsetDelay","Delay.OnsetTime","Delay.DurationError","Delay.Duration","Delay.StartTime","Delay.OffsetTime","Delay.FinishTime","Delay.OffsetDelay","Border.OnsetDelay","Border.OnsetTime","Border.DurationError","Border.Duration","Border.StartTime","Border.OffsetTime","Border.FinishTime","Border.OffsetDelay","Border.RTTime","Border.ACC","Border.RT","Border.RESP","Border.CRESP","ProbeSlide.OnsetDelay","ProbeSlide.OnsetTime","ProbeSlide.DurationError","ProbeSlide.Duration","ProbeSlide.StartTime","ProbeSlide.OffsetTime","ProbeSlide.FinishTime","ProbeSlide.OffsetDelay","ProbeSlide.RTTime","ProbeSlide.ACC","ProbeSlide.RT","ProbeSlide.RESP","ProbeSlide.CRESP","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","TrialACC","AXList","BXListBas1Pro2Rea1","AYListBas1Pro2Rea1","BngListBas1Pro2Rea2","AngListBas1Pro2Rea2","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","scanstart.RTTime"
"FixationGetReadyPROC","baseline1","2","baselineBlockList","2","1","19","118866","2","28400","118848","118868","118869","21","15","147262","2","1600","118869","147264","0","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","1","1600","6","U","P","36","1","White","white.tif","center","50%","1300","14","148861","3","300","147265","148864","148864","17","14","149161","2","300","148864","149163","149163","16","14","149461","3","500","149164","149464","149464","17","149922","1","461","1","1","14","149961","2","4000","149464","149963","149964","16","14","153961","2","300","149971","153963","153963","16","0","1","0",NA,NA,"14","154261","2","500","153968","154263","154263","16","155231","1","970","1","1","14","154761","-14","1300","154263","156047","156047","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","3","4000","8","T","M","30","1","White","white.tif","center","50%","3700","13","156060","2","300","156049","156062","156063","15","13","156360","2","300","156063","156362","156362","15","13","156660","2","500","156363","156662","156663","15","157349","1","689","1","1","13","157160","3","4000","156663","157163","157163","16","13","161160","2","300","157168","161162","161162","15","0","1","0",NA,NA,"12","161459","3","500","161167","161462","161462","15","161888","1","429","1","1","12","161959","-12","3700","161462","165647","165647","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","1","1600","6","A","X",NA,"1","White","white.tif","center","50%","1300","12","165659","2","300","165649","165661","165661","14","12","165959","1","300","165662","165960","165961","13","12","166259","2","500","165961","166261","166261","14","166895","1","636","1","1","12","166759","2","4000","166262","166761","166761","14","11","170758","2","300","166766","170760","170761","13","0","1","0",NA,NA,"11","171058","2","500","170766","171060","171060","13","171399","1","341","2","2","11","171558","-11","1300","171061","172847","172847","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","1","1600","6","A","X",NA,"1","White","white.tif","center","50%","1300","11","172858","2","300","172849","172860","172860","13","11","173158","1","300","172860","173159","173160","12","11","173458","2","500","173160","173460","173460","13","174104","1","646","1","1","11","173958","2","4000","173460","173960","173960","13","10","177957","2","300","173965","177959","177960","12","0","1","0",NA,NA,"10","178257","2","500","177965","178259","178259","12","178631","1","374","2","2","10","178757","-10","1300","178260","180047","180047","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","2","2800","7","H","T","16","1","White","white.tif","center","50%","2500","10","180057","2","300","180049","180059","180059","12","9","180356","2","300","180059","180358","180358","11","9","180656","3","500","180359","180659","180659","12","181155","1","499","1","1","9","181156","3","4000","180659","181159","181159","12","9","185156","2","300","181164","185158","185158","11","0","1","0",NA,NA,"9","185456","2","500","185164","185458","185458","11","186123","1","667","1","1","9","185956","-9","2500","185459","188447","188447","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","BX","1","1","2","2800","7","F","X",NA,"1","White","white.tif","center","50%","2500","8","188455","2","300","188449","188457","188458","10","8","188755","2","300","188458","188757","188757","10","8","189055","2","500","188758","189057","189058","10","189664","1","609","1","1","8","189555","2","4000","189058","189557","189558","10","7","193554","3","300","189563","193557","193557","10","0","1","0",NA,NA,"7","193854","3","500","193562","193857","193857","10","194471","0","617","2","1","7","194354","-7","2500","193857","196847","196847","0","0",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","3","4000","8","A","X",NA,"1","White","white.tif","center","50%","3700","24","196871","2","300","196849","196873","196873","26","7","197154","2","300","196873","197156","197156","9","7","197454","2","500","197156","197456","197456","9","197984","1","530","1","1","7","197954","2","4000","197457","197956","197956","9","6","201953","2","300","197961","201955","201956","8","0","1","0",NA,NA,"6","202253","3","500","201961","202256","202256","9","202607","1","354","2","2","6","202753","-6","3700","202256","206447","206447","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","2","2800","7","A","X",NA,"1","White","white.tif","center","50%","2500","22","206469","2","300","206449","206471","206472","24","5","206752","2","300","206472","206754","206754","7","5","207052","2","500","206755","207054","207055","7","207374","1","322","1","1","5","207552","2","4000","207055","207554","207555","7","5","211552","2","300","207560","211554","211554","7","0","1","0",NA,NA,"5","211852","2","500","211559","211854","211854","7","212187","1","335","2","2","4","212351","-4","2500","211854","214847","214847","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","AY","1","1","3","4000","8","A","N",NA,"1","White","white.tif","center","50%","3700","21","214868","2","300","214849","214870","214870","23","4","215151","2","300","214870","215153","215153","6","4","215451","2","500","215153","215453","215453","6","215806","1","355","1","1","4","215951","2","4000","215454","215953","215953","6","3","219950","2","300","215958","219952","219953","5","0","1","0",NA,NA,"3","220250","2","500","219958","220252","220253","5","221248","1","998","1","1","3","220750","-3","3700","220253","224447","224447","0","1",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","Bng",NA,"1","3","4000","8","F","9",NA,"1","White","white.tif","center","50%","3700","19","224466","2","300","224449","224468","224469","21","2","224749","2","300","224469","224751","224751","4","2","225049","3","500","224752","225052","225052","5","225555","1","506","1","1","2","225549","3","4000","225052","225552","225552","5","2","229549","2","300","225557","229551","229551","4","0","1","0",NA,NA,"2","229849","2","500","229556","229851","229851","4","0","1","0",NA,NA,"2","230349","-2","3700","229851","234047","234047","0","1",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Ang",NA,"1","2","2800","7","A","3",NA,"1","White","white.tif","center","50%","2500","18","234065","2","300","234049","234067","234067","20","1","234348","2","300","234067","234350","234350","3","1","234648","2","500","234350","234650","234650","3","235159","1","511","1","1","1","235148","2","4000","234651","235150","235150","3","0","239147","2","300","235155","239149","239150","2","0","1","0",NA,NA,"0","239447","2","500","239155","239449","239450","2","0","1","0",NA,NA,"0","239947","0","2500","239450","242447","242447","0","1",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","1","1600","6","N","P","22","1","White","white.tif","center","50%","1300","16","242463","2","300","242449","242465","242466","18","0","242747","1","300","242466","242748","242749","1","0","243047","2","500","242749","243049","243049","2","243444","1","397","1","1","16","243563","2","4000","243049","243565","243566","18","16","247563","2","300","243571","247565","247565","18","0","1","0",NA,NA,"15","247862","3","500","247570","247865","247865","18","248363","1","501","1","1","15","248362","-15","1300","247865","249647","249647","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","1","1600","6","F","M","12","1","White","white.tif","center","50%","1300","15","249662","2","300","249649","249664","249665","17","15","249962","2","300","249665","249964","249964","17","15","250262","2","500","249965","250264","250265","17","251030","1","768","1","1","15","250762","2","4000","250265","250764","250765","17","14","254761","3","300","250770","254764","254764","17","0","1","0",NA,NA,"14","255061","3","500","254769","255064","255064","17","255587","1","526","1","1","14","255561","-14","1300","255064","256847","256847","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","2","2800","7","A","X",NA,"1","White","white.tif","center","50%","2500","14","256861","2","300","256849","256863","256864","16","14","257161","2","300","256864","257163","257163","16","14","257461","2","500","257164","257463","257463","16","257984","1","523","1","1","14","257961","2","4000","257464","257963","257963","16","13","261960","2","300","257969","261962","261963","15","0","1","0",NA,NA,"13","262260","2","500","261968","262262","262263","15","262599","1","339","2","2","13","262760","-13","2500","262263","265247","265247","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","AY","1","1","3","4000","8","A","H",NA,"1","White","white.tif","center","50%","3700","13","265260","2","300","265249","265262","265262","15","13","265560","1","300","265262","265561","265562","14","13","265860","2","500","265562","265862","265862","15","266261","1","401","1","1","13","266360","2","4000","265862","266362","266362","15","12","270359","2","300","266368","270361","270361","14","0","1","0",NA,NA,"12","270659","2","500","270367","270661","270661","14","271151","1","492","1","1","12","271159","-12","3700","270662","274847","274847","0","1",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","Bng",NA,"1","3","4000","8","D","4",NA,"1","White","white.tif","center","50%","3700","11","274858","2","300","274849","274860","274861","13","11","275158","2","300","274861","275160","275160","13","11","275458","2","500","275161","275460","275461","13","275937","1","479","1","1","11","275958","2","4000","275461","275960","275961","13","10","279957","3","300","275966","279960","279960","13","0","1","0",NA,NA,"10","280257","3","500","279965","280260","280260","13","280752","0","495","1",NA,"10","280757","-10","3700","280260","284447","284447","0","0",NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","1","1600","6","A","X",NA,"1","White","white.tif","center","50%","1300","10","284457","2","300","284449","284459","284459","12","10","284757","1","300","284459","284758","284759","11","10","285057","2","500","284759","285059","285059","12","285400","1","343","1","1","10","285557","2","4000","285059","285559","285559","12","9","289556","2","300","285564","289558","289558","11","0","1","0",NA,NA,"9","289856","2","500","289564","289858","289858","11","290314","1","458","2","2","9","290356","-9","1300","289859","291647","291647","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","3","4000","8","M","P","20","1","White","white.tif","center","50%","3700","9","291656","2","300","291649","291658","291658","11","9","291956","1","300","291658","291957","291957","10","8","292255","3","500","291958","292258","292258","11","292901","1","646","1","1","8","292755","3","4000","292258","292758","292758","11","8","296755","2","300","292763","296757","296758","10","0","1","0",NA,NA,"8","297055","2","500","296763","297057","297057","10","297444","1","389","1","1","8","297555","-8","3700","297058","301247","301247","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Ang",NA,"1","1","1600","6","A","9",NA,"1","White","white.tif","center","50%","1300","24","301271","2","300","301249","301273","301273","26","7","301554","2","300","301274","301556","301556","9","7","301854","2","500","301556","301856","301857","9","302228","1","374","1","1","7","302354","2","4000","301857","302356","302356","9","6","306353","2","300","302361","306355","306356","8","0","1","0",NA,NA,"6","306653","2","500","306361","306655","306656","8","0","1","0",NA,NA,"6","307153","-6","1300","306656","308447","308447","0","1",NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","2","2800","7","N","U","24","1","White","white.tif","center","50%","2500","23","308470","2","300","308449","308472","308472","25","6","308753","2","300","308472","308755","308755","8","6","309053","2","500","308755","309055","309055","8","309661","1","608","1","1","6","309553","2","4000","309056","309555","309555","8","5","313552","2","300","309560","313554","313555","7","0","1","0",NA,NA,"5","313852","2","500","313560","313854","313855","7","314346","1","494","1","1","5","314352","-5","2500","313855","316847","316847","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","BX","1","1","2","2800","7","C","X",NA,"1","White","white.tif","center","50%","2500","21","316868","3","300","316849","316871","316871","24","5","317152","1","300","316871","317153","317153","6","4","317451","3","500","317154","317454","317454","7","318021","1","570","1","1","4","317951","3","4000","317454","317954","317954","7","4","321951","2","300","317959","321953","321953","6","0","1","0",NA,NA,"4","322251","2","500","321958","322253","322253","6","323078","1","827","1","1","4","322751","-4","2500","322253","325247","325247","0","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","3","4000","8","A","X",NA,"1","White","white.tif","center","50%","3700","20","325267","2","300","325249","325269","325269","22","3","325550","2","300","325270","325552","325552","5","3","325850","2","500","325553","325852","325853","5","326349","1","499","1","1","3","326350","2","4000","325853","326352","326353","5","2","330349","3","300","326358","330352","330352","5","0","1","0",NA,NA,"2","330649","3","500","330357","330652","330652","5","330960","1","311","2","2","2","331149","-2","3700","330652","334847","334847","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","2","2800","7","A","X",NA,"1","White","white.tif","center","50%","2500","18","334865","3","300","334849","334868","334868","21","2","335149","1","300","334868","335150","335151","3","2","335449","2","500","335151","335451","335451","4","335882","1","433","1","1","2","335949","2","4000","335451","335951","335951","4","1","339948","2","300","335956","339950","339951","3","0","1","0",NA,NA,"1","340248","2","500","339956","340250","340250","3","340673","1","425","2","2","1","340748","-1","2500","340251","343247","343247","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","3","baselineBlockList","2","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","1","1600","6","D","N","6","1","White","white.tif","center","50%","1300","17","343264","2","300","343249","343266","343267","19","0","343547","2","300","343267","343549","343549","2","0","343847","2","500","343550","343849","343850","2","344813","1","966","1","1","0","344347","2","4000","343850","344349","344350","2","16","348363","2","300","344355","348365","348366","18","0","1","0",NA,NA,"0","348647","2","500","348371","348649","348649","2","349152","1","505","1","1","16","349163","-16","1300","348649","350447","350447","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"FixationGetReadyPROC","baseline1","4","baselineBlockList","2","26","16","350463","2","28400","350448","350465","350465","18","11","378858","3","1600","350466","378861","0","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","2","2800","7","A","X",NA,"1","White","white.tif","center","50%","2500","11","380458","2","300","378862","380460","380461","13","11","380758","2","300","380461","380760","380760","13","11","381058","2","500","380761","381060","381061","13","381697","1","639","1","1","11","381558","2","4000","381061","381560","381561","13","10","385557","3","300","381566","385560","385560","13","0","1","0",NA,NA,"10","385857","2","500","385565","385859","385860","12","386225","1","368","2","2","10","386357","-10","2500","385860","388847","388847","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","BX","1","1","3","4000","8","P","X",NA,"1","White","white.tif","center","50%","3700","10","388857","2","300","388849","388859","388859","12","10","389157","1","300","388860","389158","389159","11","10","389457","2","500","389159","389459","389459","12","389922","1","465","1","1","10","389957","2","4000","389460","389959","389959","12","9","393956","2","300","389964","393958","393959","11","0","1","0",NA,NA,"9","394256","2","500","393964","394258","394259","11","394693","1","437","1","1","9","394756","-9","3700","394259","398447","398447","0","1",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","1","1600","6","A","X",NA,"1","White","white.tif","center","50%","1300","8","398455","2","300","398449","398457","398458","10","8","398755","2","300","398458","398757","398757","10","8","399055","2","500","398758","399057","399058","10","399607","1","552","1","1","8","399555","2","4000","399058","399557","399558","10","8","403555","2","300","399563","403557","403557","10","0","1","0",NA,NA,"7","403854","3","500","403562","403857","403857","10","404172","1","318","2","2","7","404354","-7","1300","403857","405647","405647","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","AY","1","1","2","2800","7","A","D",NA,"1","White","white.tif","center","50%","2500","24","405671","2","300","405649","405673","405673","26","7","405954","2","300","405674","405956","405956","9","7","406254","2","500","405957","406256","406257","9","406991","1","737","1","1","7","406754","2","4000","406257","406756","406757","9","6","410753","3","300","406762","410756","410756","9","0","1","0",NA,NA,"6","411053","2","500","410761","411055","411056","8","411643","1","590","1","1","6","411553","-6","2500","411056","414047","414047","0","1",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","3","4000","8","C","D","4","1","White","white.tif","center","50%","3700","23","414070","2","300","414049","414072","414072","25","6","414353","2","300","414072","414355","414355","8","6","414653","2","500","414355","414655","414655","8","415116","1","463","1","1","6","415153","2","4000","414656","415155","415155","8","5","419152","2","300","415160","419154","419155","7","0","1","0",NA,NA,"5","419452","2","500","419160","419454","419454","7","419891","1","439","1","1","5","419952","-5","3700","419455","423647","423647","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Ang",NA,"1","2","2800","7","A","1",NA,"1","White","white.tif","center","50%","2500","21","423668","2","300","423649","423670","423670","23","4","423951","2","300","423671","423953","423953","6","4","424251","2","500","423954","424253","424254","6","424736","1","485","1","1","4","424751","2","4000","424254","424753","424754","6","4","428751","2","300","424759","428753","428753","6","0","1","0",NA,NA,"4","429051","2","500","428758","429053","429053","6","0","1","0",NA,NA,"3","429550","-3","2500","429053","432047","432047","0","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","1","1600","6","P","H","26","1","White","white.tif","center","50%","1300","20","432067","2","300","432049","432069","432069","22","3","432350","2","300","432069","432352","432352","5","3","432650","2","500","432352","432652","432652","5","433074","1","424","1","1","3","433150","2","4000","432653","433152","433152","5","2","437149","2","300","433157","437151","437152","4","0","1","0",NA,NA,"2","437449","2","500","437157","437451","437452","4","437908","1","459","1","1","2","437949","-2","1300","437452","439247","439247","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","Bng",NA,"1","1","1600","6","P","4",NA,"1","White","white.tif","center","50%","1300","19","439266","2","300","439249","439268","439268","21","2","439549","1","300","439268","439550","439551","3","2","439849","2","500","439551","439851","439851","4","440341","1","492","1","1","2","440349","2","4000","439852","440351","440351","4","1","444348","2","300","440356","444350","444351","3","0","1","0",NA,NA,"1","444648","2","500","444356","444650","444651","3","0","1","0",NA,NA,"1","445148","-1","1300","444651","446447","446447","0","1",NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","3","4000","8","F","C","10","1","White","white.tif","center","50%","3700","17","446464","3","300","446449","446467","446467","20","1","446748","1","300","446467","446749","446750","2","1","447048","2","500","446750","447050","447050","3","447583","1","535","1","1","1","447548","2","4000","447050","447550","447550","3","0","451547","2","300","447555","451549","451549","2","0","1","0",NA,NA,"0","451847","2","500","451555","451849","451849","2","452337","1","490","1","1","0","452347","0","3700","451850","456047","456047","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","1","1600","6","C","M","2","1","White","white.tif","center","50%","1300","16","456063","2","300","456049","456065","456065","18","16","456363","2","300","456066","456365","456365","18","16","456663","2","500","456365","456665","456665","18","457110","1","447","1","1","16","457163","2","4000","456666","457165","457165","18","15","461162","2","300","457170","461164","461165","17","0","1","0",NA,NA,"15","461462","2","500","461170","461464","461465","17","461977","1","515","1","1","15","461962","-15","1300","461465","463247","463247","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
