"Procedure","RunNumberFilterValue","proactiveBlockList","Running","proactiveBlockList.Cycle","proactiveBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","ID","ITI","ms","TRs","Stim","TrialType","LWPC","Correct","Color","PRO1SamplingList","MiInConPro1","CustomCaptureFilename","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","AudioRecordSoundIn1.Filename","AudioRecord.OnsetDelay","AudioRecord.OnsetTime","AudioRecord.DurationError","AudioRecord.Duration","AudioRecord.StartTime","AudioRecord.OffsetTime","AudioRecord.FinishTime","AudioRecord.OffsetDelay","Stimuli.OnsetDelay","Stimuli.OnsetTime","Stimuli.DurationError","Stimuli.Duration","Stimuli.StartTime","Stimuli.OffsetTime","Stimuli.FinishTime","Stimuli.OffsetDelay","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","PC50ConPro1","MiConPro1","PC50InConPro1","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","InstHalfway.OnsetDelay","InstHalfway.OnsetTime","InstHalfway.StartTime","scanstart.RTTime"
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","Con","MI","red","red","1",NA,"132017_proactive_StroopPro_run1_AudioRecord-52.wav","900","24","352045","2","300","352037","352047","352048","26","7",352328,"2","300","352048","352330","352330","9","132017_proactive_StroopPro_run1_AudioRecord-52.wav","7","352628","3","100","352330","352631","352631","10","7","352728","2","2000","352632","352730","352731","9","7","354728","-7","900","352731","355621","355621","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","InCon","MI","blue","blue","2","4","132017_proactive_StroopPro_run1_AudioRecord-53.wav","3300","23","355644","3","300","355636","355647","355647","26","7",355928,"1","300","355647","355929","355929","8","132017_proactive_StroopPro_run1_AudioRecord-53.wav","6","356227","3","100","355930","356230","356231","9","6","356327","3","2000","356231","356330","356330","9","6","358327","-6","3300","356330","361621","361621","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLACK","InCon","PC50","green","green","4",NA,"132017_proactive_StroopPro_run1_AudioRecord-54.wav","2100","39","361660","2","300","361649","361662","361663","41","6",361927,"1","300","361663","361928","361928","7","132017_proactive_StroopPro_run1_AudioRecord-54.wav","6","362227","2","100","361929","362229","362230","8","6","362327","2","2000","362230","362329","362329","8","5","364326","-5","2100","362329","366421","366421","0",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","WHITE","InCon","MI","red","red","2","2","132017_proactive_StroopPro_run1_AudioRecord-55.wav","3300","22","366443","2","300","366427","366445","366445","24","5",366726,"1","300","366445","366727","366728","6","132017_proactive_StroopPro_run1_AudioRecord-55.wav","5","367026","3","100","366728","367029","367029","8","5","367126","2","2000","367029","367128","367128","7","4","369125","-4","3300","367128","372421","372421","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","WHITE","InCon","MI","blue","blue","2","5","132017_proactive_StroopPro_run1_AudioRecord-56.wav","900","21","372442","2","300","372427","372444","372444","23","4",372725,"2","300","372445","372727","372727","6","132017_proactive_StroopPro_run1_AudioRecord-56.wav","4","373025","3","100","372727","373028","373028","7","4","373125","2","2000","373028","373127","373127","6","3","375124","-3","900","373128","376021","376021","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","YELLOW","InCon","PC50","pink","255,105,180","4",NA,"132017_proactive_StroopPro_run1_AudioRecord-57.wav","2100","20","376041","2","300","376034","376043","376044","22","3",376324,"2","300","376044","376326","376326","5","132017_proactive_StroopPro_run1_AudioRecord-57.wav","3","376624","3","100","376326","376627","376627","6","3","376724","3","2000","376628","376727","376727","6","3","378724","-3","2100","376727","380821","380821","0",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","WHITE","InCon","MI","purple","purple","2","12","132017_proactive_StroopPro_run1_AudioRecord-58.wav","3300","19","380840","2","300","380827","380842","380843","21","3",381124,"1","300","380843","381125","381125","4","132017_proactive_StroopPro_run1_AudioRecord-58.wav","2","381423","3","100","381126","381426","381427","5","2","381523","3","2000","381427","381526","381526","5","2","383523","-2","3300","381526","386821","386821","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PURPLE","InCon","MI","white","white","2","9","132017_proactive_StroopPro_run1_AudioRecord-59.wav","2100","18","386839","2","300","386827","386841","386842","20","2",387123,"1","300","386842","387124","387124","3","132017_proactive_StroopPro_run1_AudioRecord-59.wav","2","387423","2","100","387125","387425","387426","4","2","387523","2","2000","387426","387525","387525","4","1","389522","-1","2100","387525","391621","391621","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PURPLE","InCon","MI","red","red","2","3","132017_proactive_StroopPro_run1_AudioRecord-60.wav","3300","18","391639","2","300","391627","391641","391641","20","1",391922,"1","300","391641","391923","391924","2","132017_proactive_StroopPro_run1_AudioRecord-60.wav","1","392222","3","100","391924","392225","392225","4","1","392322","2","2000","392225","392324","392324","3","0","394321","0","3300","392325","397621","397621","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","GREEN","InCon","PC50","yellow","yellow","4",NA,"132017_proactive_StroopPro_run1_AudioRecord-61.wav","900","17","397638","2","300","397628","397640","397640","19","0",397921,"2","300","397640","397923","397923","2","132017_proactive_StroopPro_run1_AudioRecord-61.wav","0","398221","3","100","397923","398224","398224","3","0","398321","2","2000","398224","398323","398324","2","16","400337","-16","900","398324","401221","401221","0",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","YELLOW","Con","PC50","yellow","yellow","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-62.wav","3300","33","401254","2","300","401231","401256","401256","35","16",401537,"2","300","401256","401539","401539","18","132017_proactive_StroopPro_run1_AudioRecord-62.wav","16","401837","3","100","401539","401840","401840","19","16","401937","2","2000","401840","401939","401939","18","16","403937","-16","3300","401940","407221","407221","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","Con","MI","blue","blue","1",NA,"132017_proactive_StroopPro_run1_AudioRecord-63.wav","900","15","407236","3","300","407227","407239","407239","18","15",407536,"2","300","407239","407538","407538","17","132017_proactive_StroopPro_run1_AudioRecord-63.wav","15","407836","3","100","407538","407839","407839","18","15","407936","2","2000","407839","407938","407938","17","15","409936","-15","900","407939","410821","410821","0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","GREEN","Con","PC50","green","green","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-64.wav","900","31","410852","2","300","410835","410854","410855","33","14",411135,"2","300","410855","411137","411137","16","132017_proactive_StroopPro_run1_AudioRecord-64.wav","14","411435","3","100","411138","411438","411439","17","14","411535","3","2000","411439","411538","411538","17","14","413535","-14","900","411538","414421","414421","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","InCon","MI","red","red","2","1","132017_proactive_StroopPro_run1_AudioRecord-65.wav","3300","31","414452","2","300","414434","414454","414454","33","14",414735,"2","300","414454","414737","414737","16","132017_proactive_StroopPro_run1_AudioRecord-65.wav","14","415035","3","100","414737","415038","415038","17","14","415135","2","2000","415038","415137","415138","16","14","417135","-14","3300","415138","420421","420421","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","InCon","MI","blue","blue","2","4","132017_proactive_StroopPro_run1_AudioRecord-66.wav","3300","13","420434","3","300","420427","420437","420437","16","13",420734,"2","300","420437","420736","420736","15","132017_proactive_StroopPro_run1_AudioRecord-66.wav","13","421034","3","100","420736","421037","421037","16","13","421134","2","2000","421037","421136","421137","15","13","423134","-13","3300","421137","426421","426421","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","InCon","MI","white","white","2","8","132017_proactive_StroopPro_run1_AudioRecord-67.wav","2100","29","426450","2","300","426427","426452","426452","31","12",426733,"2","300","426452","426735","426735","14","132017_proactive_StroopPro_run1_AudioRecord-67.wav","12","427033","3","100","426735","427036","427036","15","12","427133","2","2000","427037","427135","427136","14","12","429133","-12","2100","427136","431221","431221","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLACK","Con","PC50","black","black","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-68.wav","2100","28","431249","2","300","431227","431251","431251","30","11",431532,"2","300","431252","431534","431534","13","132017_proactive_StroopPro_run1_AudioRecord-68.wav","11","431832","3","100","431534","431835","431835","14","11","431932","2","2000","431836","431934","431935","13","11","433932","-11","2100","431935","436021","436021","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","YELLOW","Con","PC50","yellow","yellow","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-69.wav","3300","27","436048","2","300","436027","436050","436051","29","10",436331,"2","300","436051","436333","436333","12","132017_proactive_StroopPro_run1_AudioRecord-69.wav","10","436631","3","100","436334","436634","436635","13","10","436731","3","2000","436635","436734","436734","13","10","438731","-10","3300","436734","442021","442021","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","InCon","MI","blue","blue","2","6","132017_proactive_StroopPro_run1_AudioRecord-70.wav","900","26","442047","2","300","442027","442049","442050","28","10",442331,"1","300","442050","442332","442332","11","132017_proactive_StroopPro_run1_AudioRecord-70.wav","9","442630","3","100","442333","442633","442634","12","9","442730","3","2000","442634","442733","442733","12","9","444730","-9","900","442733","445621","445621","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PINK","Con","PC50","pink","255,105,180","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-71.wav","2100","26","445647","2","300","445629","445649","445649","28","9",445930,"2","300","445649","445932","445932","11","132017_proactive_StroopPro_run1_AudioRecord-71.wav","9","446230","3","100","445932","446233","446233","12","9","446330","2","2000","446233","446332","446332","11","9","448330","-9","2100","446333","450421","450421","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","6","proactiveBlockList","2","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","InCon","MI","purple","purple","2","12","132017_proactive_StroopPro_run1_AudioRecord-72.wav","2100","25","450446","2","300","450427","450448","450448","27","8",450729,"2","300","450449","450731","450731","10","132017_proactive_StroopPro_run1_AudioRecord-72.wav","8","451029","3","100","450731","451032","451032","11","8","451129","3","2000","451033","451132","451132","11","8","453129","-8","2100","451132","455221","455221","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"FixationGetReadyPROC","proactive1","7","proactiveBlockList","2","75","24","455245","2","28400","455227","455247","455248","26","3","483624","2","1600","455248","483626","0","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","Con","MI","blue","blue","1",NA,"132017_proactive_StroopPro_run1_AudioRecord-73.wav","2100","3","485224","2","300","483628","485226","485226","5","3",485524,"1","300","485226","485525","485526","4","132017_proactive_StroopPro_run1_AudioRecord-73.wav","3","485824","3","100","485526","485827","485827","6","3","485924","2","2000","485827","485926","485926","5","2","487923","-2","2100","485927","490021","490021","0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","InCon","MI","purple","purple","2","10","132017_proactive_StroopPro_run1_AudioRecord-74.wav","3300","19","490040","2","300","490028","490042","490042","21","2",490323,"2","300","490043","490325","490325","4","132017_proactive_StroopPro_run1_AudioRecord-74.wav","2","490623","3","100","490325","490626","490626","5","2","490723","2","2000","490627","490725","490726","4","2","492723","-2","3300","490726","496021","496021","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","InCon","MI","purple","purple","2","11","132017_proactive_StroopPro_run1_AudioRecord-75.wav","3300","18","496039","2","300","496027","496041","496041","20","1",496322,"2","300","496042","496324","496324","3","132017_proactive_StroopPro_run1_AudioRecord-75.wav","1","496622","3","100","496324","496625","496625","4","1","496722","2","2000","496626","496724","496725","3","1","498722","-1","3300","496725","502021","502021","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PURPLE","InCon","MI","blue","blue","2","6","132017_proactive_StroopPro_run1_AudioRecord-76.wav","2100","17","502038","2","300","502027","502040","502040","19","0",502321,"2","300","502041","502323","502323","2","132017_proactive_StroopPro_run1_AudioRecord-76.wav","0","502621","3","100","502323","502624","502624","3","0","502721","2","2000","502625","502723","502724","2","0","504721","0","2100","502724","506821","506821","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","Con","MI","red","red","1",NA,"132017_proactive_StroopPro_run1_AudioRecord-77.wav","900","16","506837","2","300","506827","506839","506840","18","16",507137,"2","300","506840","507139","507139","18","132017_proactive_StroopPro_run1_AudioRecord-77.wav","16","507437","3","100","507139","507440","507440","19","16","507537","2","2000","507440","507539","507540","18","16","509537","-16","900","507540","510421","510421","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","GREEN","InCon","PC50","yellow","yellow","4",NA,"132017_proactive_StroopPro_run1_AudioRecord-78.wav","900","32","510453","2","300","510436","510455","510456","34","15",510736,"2","300","510456","510738","510738","17","132017_proactive_StroopPro_run1_AudioRecord-78.wav","15","511036","3","100","510738","511039","511040","18","15","511136","3","2000","511040","511139","511139","18","15","513136","-15","900","511139","514021","514021","0",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","Con","MI","blue","blue","1",NA,"132017_proactive_StroopPro_run1_AudioRecord-79.wav","900","65","514086","2","300","514066","514088","514088","67","15",514336,"2","300","514089","514338","514338","17","132017_proactive_StroopPro_run1_AudioRecord-79.wav","15","514636","3","100","514338","514639","514639","18","15","514736","2","2000","514639","514738","514738","17","14","516735","-14","900","514739","517621","517621","0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","WHITE","InCon","MI","red","red","2","2","132017_proactive_StroopPro_run1_AudioRecord-80.wav","900","31","517652","2","300","517634","517654","517654","33","14",517935,"2","300","517655","517937","517937","16","132017_proactive_StroopPro_run1_AudioRecord-80.wav","14","518235","3","100","517937","518238","518238","17","14","518335","2","2000","518239","518337","518338","16","14","520335","-14","900","518338","521221","521221","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PURPLE","Con","MI","purple","purple","1",NA,"132017_proactive_StroopPro_run1_AudioRecord-81.wav","3300","30","521251","3","300","521234","521254","521254","33","14",521535,"1","300","521254","521536","521537","15","132017_proactive_StroopPro_run1_AudioRecord-81.wav","14","521835","3","100","521537","521838","521838","17","14","521935","2","2000","521838","521937","521937","16","13","523934","-13","3300","521937","527221","527221","0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","InCon","MI","red","red","2","1","132017_proactive_StroopPro_run1_AudioRecord-82.wav","2100","29","527250","3","300","527227","527253","527253","32","13",527534,"1","300","527253","527535","527536","14","132017_proactive_StroopPro_run1_AudioRecord-82.wav","13","527834","2","100","527536","527836","527837","15","13","527934","2","2000","527837","527936","527936","15","12","529933","-12","2100","527936","532021","532021","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","InCon","MI","purple","purple","2","10","132017_proactive_StroopPro_run1_AudioRecord-83.wav","3300","29","532050","2","300","532027","532052","532052","31","12",532333,"2","300","532052","532335","532335","14","132017_proactive_StroopPro_run1_AudioRecord-83.wav","12","532633","3","100","532335","532636","532636","15","12","532733","2","2000","532636","532735","532736","14","12","534733","-12","3300","532736","538021","538021","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","RED","InCon","MI","blue","blue","2","4","132017_proactive_StroopPro_run1_AudioRecord-84.wav","2100","28","538049","2","300","538027","538051","538051","30","11",538332,"2","300","538051","538334","538334","13","132017_proactive_StroopPro_run1_AudioRecord-84.wav","11","538632","3","100","538334","538635","538635","14","11","538732","2","2000","538635","538734","538735","13","11","540732","-11","2100","538735","542821","542821","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","InCon","MI","white","white","2","8","132017_proactive_StroopPro_run1_AudioRecord-85.wav","2100","27","542848","2","300","542827","542850","542850","29","10",543131,"2","300","542851","543133","543133","12","132017_proactive_StroopPro_run1_AudioRecord-85.wav","10","543431","3","100","543133","543434","543434","13","10","543531","2","2000","543435","543533","543534","12","10","545531","-10","2100","543534","547621","547621","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","WHITE","InCon","MI","red","red","2","2","132017_proactive_StroopPro_run1_AudioRecord-86.wav","3300","26","547647","2","300","547627","547649","547650","28","9",547930,"2","300","547650","547932","547932","11","132017_proactive_StroopPro_run1_AudioRecord-86.wav","9","548230","3","100","547933","548233","548234","12","9","548330","3","2000","548234","548333","548333","12","9","550330","-9","3300","548333","553621","553621","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","InCon","MI","blue","blue","2","6","132017_proactive_StroopPro_run1_AudioRecord-87.wav","900","25","553646","2","300","553628","553648","553649","27","9",553930,"1","300","553649","553931","553931","10","132017_proactive_StroopPro_run1_AudioRecord-87.wav","9","554230","2","100","553932","554232","554233","11","8","554329","3","2000","554233","554332","554332","11","8","556329","-8","900","554332","557221","557221","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLACK","InCon","PC50","green","green","4",NA,"132017_proactive_StroopPro_run1_AudioRecord-88.wav","900","25","557246","2","300","557228","557248","557248","27","8",557529,"2","300","557248","557531","557531","10","132017_proactive_StroopPro_run1_AudioRecord-88.wav","8","557829","3","100","557531","557832","557832","11","8","557929","2","2000","557832","557931","557932","10","8","559929","-8","900","557932","560821","560821","0",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PINK","Con","PC50","pink","255,105,180","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-89.wav","2100","24","560845","3","300","560837","560848","560848","27","7",561128,"2","300","560848","561130","561130","9","132017_proactive_StroopPro_run1_AudioRecord-89.wav","7","561428","3","100","561131","561431","561432","10","7","561528","3","2000","561432","561531","561531","10","7","563528","-7","2100","561531","565621","565621","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","YELLOW","InCon","PC50","black","black","4",NA,"132017_proactive_StroopPro_run1_AudioRecord-90.wav","3300","23","565644","2","300","565627","565646","565647","25","7",565928,"1","300","565647","565929","565929","8","132017_proactive_StroopPro_run1_AudioRecord-90.wav","7","566228","2","100","565930","566230","566231","9","7","566328","2","2000","566231","566330","566331","9","6","568327","-6","3300","566331","571621","571621","0",NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
