"Procedure","RunNumberFilterValue","proactiveBlockList","Running","proactiveBlockList.Cycle","proactiveBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","ID","ITI","ms","TRs","Stim","TrialType","LWPC","Correct","Color","PRO1SamplingList","MiInConPro1","CustomCaptureFilename","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","AudioRecordSoundIn1.Filename","AudioRecord.OnsetDelay","AudioRecord.OnsetTime","AudioRecord.DurationError","AudioRecord.Duration","AudioRecord.StartTime","AudioRecord.OffsetTime","AudioRecord.FinishTime","AudioRecord.OffsetDelay","Stimuli.OnsetDelay","Stimuli.OnsetTime","Stimuli.DurationError","Stimuli.Duration","Stimuli.StartTime","Stimuli.OffsetTime","Stimuli.FinishTime","Stimuli.OffsetDelay","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","PC50ConPro1","MiConPro1","PC50InConPro1","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","InstHalfway.OnsetDelay","InstHalfway.OnsetTime","InstHalfway.StartTime","scanstart.RTTime"
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","WHITE","InCon","MI","purple","purple","2","12","132017_proactive_StroopPro_run1_AudioRecord-91.wav","3300","156","571777","3","300","571756","571780","571781","159","6",571927,"1","300","571781","571928","571929","7","132017_proactive_StroopPro_run1_AudioRecord-91.wav","6","572227","2","100","571929","572229","572230","8","6","572327","2","2000","572230","572329","572329","8","5","574326","-5","3300","572330","577621","577621","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","InCon","MI","white","white","2","7","132017_proactive_StroopPro_run1_AudioRecord-92.wav","900","21","577642","3","300","577627","577645","577645","24","5",577926,"1","300","577645","577927","577928","6","132017_proactive_StroopPro_run1_AudioRecord-92.wav","5","578226","3","100","577928","578229","578229","8","5","578326","2","2000","578229","578328","578328","7","4","580325","-4","900","578328","581221","581221","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","WHITE","InCon","MI","purple","purple","2","12","132017_proactive_StroopPro_run1_AudioRecord-93.wav","3300","21","581242","2","300","581234","581244","581245","23","4",581525,"2","300","581245","581527","581527","6","132017_proactive_StroopPro_run1_AudioRecord-93.wav","4","581825","3","100","581527","581828","581828","7","4","581925","2","2000","581829","581927","581928","6","4","583925","-4","3300","581928","587221","587221","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","YELLOW","InCon","PC50","pink","255,105,180","4",NA,"132017_proactive_StroopPro_run1_AudioRecord-94.wav","2100","20","587241","2","300","587227","587243","587243","22","3",587524,"2","300","587244","587526","587526","5","132017_proactive_StroopPro_run1_AudioRecord-94.wav","3","587824","3","100","587526","587827","587827","6","3","587924","2","2000","587828","587926","587927","5","3","589924","-3","2100","587927","592021","592021","0",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","GREEN","Con","PC50","green","green","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-95.wav","2100","19","592040","2","300","592027","592042","592043","21","2",592323,"2","300","592043","592325","592325","4","132017_proactive_StroopPro_run1_AudioRecord-95.wav","2","592623","3","100","592326","592626","592627","5","2","592723","3","2000","592627","592726","592726","5","2","594723","-2","2100","592726","596821","596821","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","WHITE","InCon","MI","blue","blue","2","5","132017_proactive_StroopPro_run1_AudioRecord-96.wav","900","18","596839","3","300","596827","596842","596842","21","2",597123,"1","300","596842","597124","597125","3","132017_proactive_StroopPro_run1_AudioRecord-96.wav","2","597423","2","100","597125","597425","597426","4","2","597523","2","2000","597426","597525","597525","4","1","599522","-1","900","597525","600421","600421","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","InCon","MI","white","white","2","9","132017_proactive_StroopPro_run1_AudioRecord-97.wav","900","18","600439","2","300","600431","600441","600442","20","1",600722,"2","300","600442","600724","600724","3","132017_proactive_StroopPro_run1_AudioRecord-97.wav","1","601022","3","100","600724","601025","601025","4","1","601122","2","2000","601026","601124","601125","3","1","603122","-1","900","601125","604021","604021","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","GREEN","InCon","PC50","pink","255,105,180","4",NA,"132017_proactive_StroopPro_run1_AudioRecord-98.wav","2100","17","604038","3","300","604031","604041","604041","20","1",604322,"1","300","604041","604323","604324","2","132017_proactive_StroopPro_run1_AudioRecord-98.wav","1","604622","2","100","604324","604624","604625","3","1","604722","2","2000","604625","604724","604724","3","0","606721","0","2100","604724","608821","608821","0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PINK","InCon","PC50","black","black","4",NA,"132017_proactive_StroopPro_run1_AudioRecord-99.wav","900","17","608838","2","300","608827","608840","608840","19","0",609121,"1","300","608840","609122","609123","1","132017_proactive_StroopPro_run1_AudioRecord-99.wav","0","609421","3","100","609123","609424","609424","3","0","609521","2","2000","609424","609523","609523","2","16","611537","-16","900","609524","612421","612421","0",NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PURPLE","InCon","MI","red","red","2","3","132017_proactive_StroopPro_run1_AudioRecord-100.wav","3300","33","612454","2","300","612430","612456","612456","35","16",612737,"2","300","612457","612739","612739","18","132017_proactive_StroopPro_run1_AudioRecord-100.wav","16","613037","3","100","612739","613040","613040","19","16","613137","2","2000","613040","613139","613140","18","16","615137","-16","3300","613140","618421","618421","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","GREEN","Con","PC50","green","green","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-101.wav","2100","15","618436","2","300","618427","618438","618439","17","15",618736,"2","300","618439","618738","618738","17","132017_proactive_StroopPro_run1_AudioRecord-101.wav","15","619036","3","100","618738","619039","619039","18","15","619136","2","2000","619039","619138","619139","17","15","621136","-15","2100","619139","623221","623221","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","Con","MI","purple","purple","1",NA,"132017_proactive_StroopPro_run1_AudioRecord-102.wav","900","14","623235","3","300","623227","623238","623238","17","14",623535,"2","300","623238","623537","623537","16","132017_proactive_StroopPro_run1_AudioRecord-102.wav","14","623835","3","100","623537","623838","623838","17","14","623935","2","2000","623839","623937","623938","16","14","625935","-14","900","623938","626821","626821","0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","YELLOW","Con","PC50","yellow","yellow","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-103.wav","900","30","626851","3","300","626835","626854","626854","33","14",627135,"1","300","626854","627136","627137","15","132017_proactive_StroopPro_run1_AudioRecord-103.wav","14","627435","2","100","627137","627437","627438","16","14","627535","2","2000","627438","627537","627537","16","13","629534","-13","900","627537","630421","630421","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","InCon","MI","blue","blue","2","4","132017_proactive_StroopPro_run1_AudioRecord-104.wav","3300","63","630484","2","300","630462","630486","630487","65","13",630734,"2","300","630487","630736","630736","15","132017_proactive_StroopPro_run1_AudioRecord-104.wav","13","631034","3","100","630736","631037","631037","16","13","631134","3","2000","631038","631137","631137","16","13","633134","-13","3300","631137","636421","636421","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","YELLOW","Con","PC50","yellow","yellow","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-105.wav","3300","79","636500","3","300","636481","636503","636504","82","12",636733,"2","300","636504","636735","636735","14","132017_proactive_StroopPro_run1_AudioRecord-105.wav","12","637033","3","100","636735","637036","637036","15","12","637133","2","2000","637036","637135","637136","14","12","639133","-12","3300","637136","642421","642421","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","Con","MI","white","white","1",NA,"132017_proactive_StroopPro_run1_AudioRecord-106.wav","2100","28","642449","2","300","642427","642451","642451","30","11",642732,"2","300","642452","642734","642734","13","132017_proactive_StroopPro_run1_AudioRecord-106.wav","11","643032","3","100","642734","643035","643035","14","11","643132","2","2000","643036","643134","643135","13","11","645132","-11","2100","643135","647221","647221","0",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","InCon","MI","white","white","2","8","132017_proactive_StroopPro_run1_AudioRecord-107.wav","2100","27","647248","2","300","647227","647250","647251","29","10",647531,"2","300","647251","647533","647533","12","132017_proactive_StroopPro_run1_AudioRecord-107.wav","10","647831","3","100","647534","647834","647835","13","10","647931","3","2000","647835","647934","647934","13","10","649931","-10","2100","647934","652021","652021","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"StroopTrialPROC","proactive1","8","proactiveBlockList","2","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLACK","Con","PC50","black","black","3",NA,"132017_proactive_StroopPro_run1_AudioRecord-108.wav","3300","26","652047","2","300","652027","652049","652050","28","10",652331,"1","300","652050","652332","652333","11","132017_proactive_StroopPro_run1_AudioRecord-108.wav","10","652631","2","100","652333","652633","652634","12","10","652731","2","2000","652634","652733","652733","12","9","654730","-9","3300","652734","658021","658021","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609
"FixationOnlyPROC","proactive1","9","proactiveBlockList","2","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","658046","3","30000","658027","658049","658049","28",NA,NA,NA,49609
"PausePROC","proactive1","10","proactiveBlockList","2","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","688025","658050",49609
