"Procedure","RunNumberFilterValue","proactiveBlockList","Running","proactiveBlockList.Cycle","proactiveBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","Stimuli","Number","Letter","Congruency","TaskCue","NumberResp","LetterResp","TestGroup","Incentive","n_Switch","n_Min1_Switch","LocVal","Location","CueColor","Color","ColorOrig","TrialType","ToBeIncentivized","ITI","ms","TRs","PRO1B1SamplingList","ShortenedISI","Correct","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","CueSlide.OnsetDelay","CueSlide.OnsetTime","CueSlide.DurationError","CueSlide.Duration","CueSlide.StartTime","CueSlide.OffsetTime","CueSlide.FinishTime","CueSlide.OffsetDelay","Delay.OnsetDelay","Delay.OnsetTime","Delay.DurationError","Delay.Duration","Delay.StartTime","Delay.OffsetTime","Delay.FinishTime","Delay.OffsetDelay","TargetSlide.OnsetDelay","TargetSlide.OnsetTime","TargetSlide.DurationError","TargetSlide.Duration","TargetSlide.StartTime","TargetSlide.OffsetTime","TargetSlide.FinishTime","TargetSlide.OffsetDelay","TargetSlide.RTTime","TargetSlide.ACC","TargetSlide.RT","TargetSlide.RESP","TargetSlide.CRESP","TrialACC","FeedbackSlide.OnsetDelay","FeedbackSlide.OnsetTime","FeedbackSlide.DurationError","FeedbackSlide.Duration","FeedbackSlide.StartTime","FeedbackSlide.OffsetTime","FeedbackSlide.FinishTime","FeedbackSlide.OffsetDelay","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","PRO1B2SamplingList","TestOrder","PRO1B3SamplingList","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","scanstart.RTTime"
"FixationGetReadyPROC","proactive1","1","proactiveBlockList","2","1","19","130990","2","28400","130972","130992","130992","21","14","159385","2","1600","130992","159387","0","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I6","Even","Vowel","Congruent","Attend Letter","1","1","?","1","2","2","?","?","Green","Black","Green","Incentive","0","2","3200","X","6","2400","1","14","160985","2","800","159389","160987","160988","16","14",161785,"2","300","160988","161787","161787","16","14","162085","2","500","161787","162087","162087","16","14","162585","2","4000","162088","162587","162587","16","13","166584","-13","3200","162588","169771","169771","0",167743,1,1159,"1","1","1","13","169784","2","800","169771","169786","169786","15","13","170584","-13","2400","169786","172971","172971","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1","Odd","Consonant","Congruent","Attend Number","2","2","?","?","1","2","?","?","Red","Black","Black","NonIncentive","0","3","4400","X","16","3600","2","12","172983","2","800","172973","172985","172986","14","12",173783,"2","300","172986","173785","173785","14","12","174083","2","500","173785","174085","174086","14","12","174583","2","4000","174086","174585","174585","14","11","178582","-11","3200","174586","181771","181771","0",180205,1,1623,"2","2","1","11","181782","2","800","181771","181784","181784","13","11","182582","-11","3600","181785","186171","186171","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2","Even","Consonant","Incongruent","Attend Number","1","2","?","?","0","1","?","?","Red","Black","Black","NonIncentive","0","2","3200","X","11","2400","1","10","186181","2","800","186173","186183","186184","12","10",186981,"2","300","186184","186983","186983","12","10","187281","2","500","186983","187283","187283","12","10","187781","2","4000","187284","187783","187783","12","9","191780","-9","3200","187784","194971","194971","0",193290,1,1510,"1","1","1","9","194980","2","800","194971","194982","194982","11","9","195780","-9","2400","194982","198171","198171","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4D","Even","Consonant","Incongruent","Attend Number","1","2","?","1","0","0","?","?","Green","Black","Green","Incentive","0","1","2000","X","3","1200","1","8","198179","2","800","198173","198181","198182","10","8",198979,"2","300","198182","198981","198981","10","8","199279","2","500","198981","199281","199282","10","8","199779","2","4000","199282","199781","199781","10","7","203778","-7","3200","199782","206971","206971","0",204903,1,1125,"1","1","1","7","206978","2","800","206971","206980","206980","9","7","207778","-7","1200","206981","208971","208971","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E3","Odd","Vowel","Incongruent","Attend Letter","2","1","?","1","1","0","?","?","Green","Black","Green","Incentive","0","3","4400","X","2","3600","1","23","208994","2","800","208972","208996","208997","25","6",209777,"2","300","208997","209779","209779","8","6","210077","2","500","209779","210079","210080","8","6","210577","2","4000","210080","210579","210580","8","6","214577","-6","3200","210580","217771","217771","0",215666,1,1089,"1","1","1","22","217793","2","800","217771","217795","217795","24","5","218576","-5","3600","217795","222171","222171","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I6","Even","Vowel","Congruent","Attend Number","1","1","?","?","1","1","?","?","Red","Black","Black","NonIncentive","0","3","4400","X","7","3600","1","21","222192","2","800","222173","222194","222195","23","4",222975,"2","300","222195","222977","222977","6","4","223275","2","500","222977","223277","223278","6","4","223775","2","4000","223278","223777","223778","6","4","227775","-4","3200","223778","230971","230971","0",229075,1,1300,"1","1","1","20","230991","2","800","230971","230993","230993","22","3","231774","-3","3600","230993","235371","235371","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4","Even","Consonant","Incongruent","Attend Number","1","2","?","1","0","1","?","?","Green","Black","Green","Incentive","0","1","2000","X","4","1200","1","19","235390","2","800","235373","235392","235392","21","2",236173,"2","300","235393","236175","236175","4","2","236473","2","500","236175","236475","236476","4","2","236973","2","4000","236476","236975","236976","4","1","240972","-1","3200","236976","244171","244171","0",241777,1,805,"1","1","1","18","244189","2","800","244171","244191","244191","20","1","244972","-1","1200","244191","246171","246171","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2","Even","Vowel","Congruent","Attend Number","1","1","?","?","0","0","?","?","Red","Black","Black","NonIncentive","0","2","3200","X","14","2400","1","17","246188","2","800","246173","246190","246191","19","0",246971,"2","300","246191","246973","246973","2","0","247271","3","500","246974","247274","247274","3","0","247771","2","4000","247274","247773","247774","2","16","251787","-16","3200","247775","254971","254971","0",253282,1,1495,"1","1","1","16","254987","2","800","254971","254989","254989","18","16","255787","-16","2400","254990","258171","258171","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B","Odd","Consonant","Congruent","Attend Number","2","2","?","?","0","0","?","?","Red","Black","Black","NonIncentive","0","1","2000","X","18","1200","2","15","258186","2","800","258172","258188","258189","17","15",258986,"2","300","258189","258988","258988","17","15","259286","2","500","258988","259288","259289","17","15","259786","2","4000","259289","259788","259789","17","14","263785","-14","3200","259789","266971","266971","0",265238,1,1453,"2","2","1","14","266985","2","800","266971","266987","266987","16","14","267785","-14","1200","266988","268971","268971","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5H","Odd","Consonant","Congruent","Attend Letter","2","2","?","?","1","0","?","?","Red","Black","Black","NonIncentive","0","3","4400","X","9","3600","2","14","268985","2","800","268973","268987","268987","16","14",269785,"1","300","268987","269786","269786","15","13","270084","3","500","269787","270087","270087","16","13","270584","3","4000","270087","270587","270587","16","13","274584","-13","3200","270587","277771","277771","0",275748,1,1164,"2","2","1","12","277783","2","800","277771","277785","277786","14","12","278583","-12","3600","277786","282171","282171","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1A","Odd","Vowel","Incongruent","Attend Letter","2","1","?","?","0","1","?","?","Red","Black","Black","NonIncentive","0","2","3200","X","10","2400","1","12","282183","2","800","282173","282185","282185","14","11",282982,"2","300","282185","282984","282984","13","11","283282","2","500","282985","283284","283285","13","11","283782","2","4000","283285","283784","283785","13","11","287782","-11","3200","283785","290971","290971","0",288790,1,1008,"1","1","1","10","290981","2","800","290971","290983","290984","12","10","291781","-10","2400","290984","294171","294171","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2A","Even","Vowel","Congruent","Attend Number","1","1","?","?","1","0","?","?","Red","Black","Black","NonIncentive","0","2","3200","X","12","2400","1","10","294181","2","800","294173","294183","294183","12","10",294981,"1","300","294183","294982","294982","11","9","295280","3","500","294983","295283","295283","12","9","295780","3","4000","295283","295783","295783","12","9","299780","-9","3200","295784","302971","302971","0",301168,1,1388,"1","1","1","8","302979","2","800","302971","302981","302982","10","8","303779","-8","2400","302982","306171","306171","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6I","Even","Vowel","Congruent","Attend Number","1","1","?","1","0","1","?","?","Green","Black","Green","Incentive","0","3","4400","X","5","3600","1","24","306195","3","800","306172","306198","306198","27","8",306979,"1","300","306198","306980","306981","9","8","307279","2","500","306981","307281","307281","10","8","307779","2","4000","307281","307781","307781","10","7","311778","-7","3200","307782","314971","314971","0",312947,1,1169,"1","1","1","23","314994","2","800","314971","314996","314996","25","6","315777","-6","3600","314997","319371","319371","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5","Odd","Consonant","Congruent","Attend Letter","2","2","?","?","1","0","?","?","Red","Black","Black","NonIncentive","0","1","2000","X","8","1200","2","22","319393","2","800","319373","319395","319396","24","6",320177,"1","300","319396","320178","320178","7","6","320477","2","500","320179","320479","320479","8","5","320976","3","4000","320479","320979","320979","8","5","324976","-5","3200","320980","328171","328171","0",327094,1,2118,"2","2","1","21","328192","2","800","328171","328194","328194","23","4","328975","-4","1200","328195","330171","330171","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4","Even","Consonant","Incongruent","Attend Letter","1","2","?","1","0","1","?","?","Green","Black","Green","Incentive","0","1","2000","X","1","1200","2","21","330192","2","800","330173","330194","330194","23","4",330975,"1","300","330194","330976","330977","5","4","331275","2","500","330977","331277","331277","6","4","331775","2","4000","331277","331777","331777","6","3","335774","-3","3200","331778","338971","338971","0",337020,1,1246,"2","2","1","19","338990","2","800","338971","338992","338993","21","2","339773","-2","1200","338993","340971","340971","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B","Odd","Consonant","Congruent","Attend Letter","2","2","?","?","0","0","?","?","Red","Black","Black","NonIncentive","0","1","2000","X","15","1200","2","19","340990","2","800","340972","340992","340992","21","2",341773,"2","300","340993","341775","341775","4","2","342073","2","500","341775","342075","342076","4","2","342573","2","4000","342076","342575","342576","4","1","346572","-1","3200","342576","349771","349771","0",347873,1,1301,"2","2","1","18","349789","2","800","349771","349791","349791","20","1","350572","-1","1200","349791","351771","351771","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2","Even","Vowel","Congruent","Attend Letter","1","1","?","?","0","0","?","?","Red","Black","Black","NonIncentive","0","3","4400","X","13","3600","1","17","351788","2","800","351772","351790","351791","19","0",352571,"2","300","351791","352573","352573","2","0","352871","3","500","352574","352874","352874","3","0","353371","2","4000","352874","353373","353374","2","16","357387","-16","3200","353374","360571","360571","0",358348,1,961,"1","1","1","16","360587","2","800","360571","360589","360589","18","16","361387","-16","3600","360590","364971","364971","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","2","proactiveBlockList","2","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1","Odd","Consonant","Congruent","Attend Letter","2","2","?","?","0","0","?","?","Red","Black","Black","NonIncentive","0","2","3200","X","17","2400","2","15","364986","2","800","364973","364988","364989","17","15",365786,"2","300","364989","365788","365788","17","15","366086","2","500","365788","366088","366088","17","15","366586","2","4000","366089","366588","366588","17","14","370585","-14","3200","366589","373771","373771","0",371681,1,1096,"2","2","1","14","373785","2","800","373771","373787","373787","16","14","374585","-14","2400","373787","376971","376971","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"FixationGetReadyPROC","proactive1","3","proactiveBlockList","2","20","13","376984","2","28400","376972","376986","376987","15","9","405380","2","1600","376987","405382","0","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5H","Odd","Consonant","Congruent","Attend Letter","2","2","?","?","2","2","?","?","Red","Black","Black","NonIncentive",NA,"3","4400","X",NA,"3600","2","8","406979","3","800","405384","406982","406982","11","8",407779,"2","300","406982","407781","407781","10","8","408079","2","500","407781","408081","408082","10","8","408579","2","4000","408082","408581","408582","10","8","412579","-8","3200","408582","415771","415771","0",413619,1,1040,"2","2","1","7","415778","2","800","415771","415780","415781","9","7","416578","-7","3600","415781","420171","420171","0","7","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2A","Even","Vowel","Congruent","Attend Number","1","1","?","?","1","2","?","?","Red","Black","Black","NonIncentive",NA,"1","2000","X",NA,"1200","1","23","420194","2","800","420172","420196","420197","25","6",420977,"2","300","420197","420979","420979","8","6","421277","2","500","420980","421279","421280","8","6","421777","2","4000","421280","421779","421780","8","6","425777","-6","3200","421780","428971","428971","0",426909,1,1132,"1","1","1","22","428993","2","800","428971","428995","428995","24","5","429776","-5","1200","428995","430971","430971","0","15","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B","Odd","Consonant","Congruent","Attend Number","2","2","?","?","0","1","?","?","Red","Black","Black","NonIncentive",NA,"2","3200","X",NA,"2400","2","21","430992","3","800","430973","430995","430995","24","5",431776,"1","300","430995","431777","431777","6","5","432076","2","500","431778","432078","432078","7","4","432575","3","4000","432078","432578","432578","7","4","436575","-4","3200","432579","439771","439771","0",438199,1,1624,"2","2","1","20","439791","2","800","439771","439793","439793","22","3","440574","-3","2400","439794","442971","442971","0","18","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5H","Odd","Consonant","Congruent","Attend Number","2","2","?","1","0","0","?","?","Green","Black","Green","Incentive",NA,"2","3200","X",NA,"2400","2","19","442990","3","800","442972","442993","442993","22","3",443774,"1","300","442993","443775","443776","4","3","444074","2","500","443776","444076","444076","5","3","444574","2","4000","444076","444576","444576","5","2","448573","-2","3200","444577","451771","451771","0",449628,1,1055,"2","2","1","18","451789","2","800","451771","451791","451792","20","1","452572","-1","2400","451792","454971","454971","0","6","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1","Odd","Vowel","Incongruent","Attend Number","2","1","?","?","0","0","?","?","Red","Black","Black","NonIncentive",NA,"3","4400","X",NA,"3600","2","18","454989","2","800","454973","454991","454991","20","1",455772,"2","300","454992","455774","455774","3","1","456072","2","500","455774","456074","456074","3","1","456572","2","4000","456075","456574","456574","3","0","460571","0","3200","456575","463771","463771","0",462474,0,1903,"1","2","0","16","463787","2","800","463771","463789","463790","18","16","464587","-16","3600","463790","468171","468171","0","10","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B","Odd","Consonant","Congruent","Attend Letter","2","2","?","?","1","0","?","?","Red","Black","Black","NonIncentive",NA,"1","2000","X",NA,"1200","2","15","468186","3","800","468173","468189","468189","18","15",468986,"2","300","468189","468988","468988","17","15","469286","2","500","468989","469288","469289","17","15","469786","2","4000","469289","469788","469789","17","15","473786","-15","3200","469789","476971","476971","0",474671,1,885,"2","2","1","14","476985","2","800","476971","476987","476988","16","14","477785","-14","1200","476988","478971","478971","0","17","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3E","Odd","Vowel","Incongruent","Attend Number","2","1","?","1","1","1","?","?","Green","Black","Green","Incentive",NA,"1","2000","X",NA,"1200","2","14","478985","2","800","478973","478987","478987","16","14",479785,"1","300","478987","479786","479787","15","14","480085","2","500","479787","480087","480087","16","14","480585","2","4000","480087","480587","480587","16","13","484584","-13","3200","480588","487771","487771","0",485672,1,1088,"2","2","1","12","487783","3","800","487771","487786","487786","15","12","488583","-12","1200","487786","489771","489771","0","3","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1","Odd","Consonant","Congruent","Attend Letter","2","2","?","?","1","1","?","?","Red","Black","Black","NonIncentive",NA,"2","3200","X",NA,"2400","2","12","489783","2","800","489773","489785","489786","14","12",490583,"2","300","489786","490585","490585","14","12","490883","2","500","490585","490885","490885","14","12","491383","2","4000","490886","491385","491385","14","11","495382","-11","3200","491386","498571","498571","0",496962,1,1580,"2","2","1","11","498582","2","800","498571","498584","498584","13","11","499382","-11","2400","498584","501771","501771","0","16","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2A","Even","Vowel","Congruent","Attend Letter","1","1","?","?","0","1","?","?","Red","Black","Black","NonIncentive",NA,"3","4400","X",NA,"3600","1","10","501781","2","800","501773","501783","501784","12","10",502581,"2","300","501784","502583","502583","12","10","502881","2","500","502583","502883","502884","12","10","503381","2","4000","502884","503383","503383","12","9","507380","-9","3200","503384","510571","510571","0",508481,1,1101,"1","1","1","9","510580","2","800","510571","510582","510582","11","9","511380","-9","3600","510582","514971","514971","0","12","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E3","Odd","Vowel","Incongruent","Attend Number","2","1","?","2","1","0","?","?","Green","Black","Green","Incentive",NA,"2","3200","X",NA,"2400","2","8","514979","2","800","514973","514981","514982","10","8",515779,"2","300","514982","515781","515781","10","8","516079","2","500","515781","516081","516081","10","8","516579","2","4000","516082","516581","516581","10","7","520578","-7","3200","516582","523771","523771","0",522270,1,1692,"2","2","1","23","523794","2","800","523771","523796","523797","25","7","524578","-7","2400","523797","526971","526971","0","1","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2","Even","Vowel","Congruent","Attend Number","1","1","?","?","0","1","?","?","Red","Black","Black","NonIncentive",NA,"2","3200","X",NA,"2400","1","23","526994","2","800","526973","526996","526996","25","6",527777,"2","300","526997","527779","527779","8","6","528077","2","500","527779","528079","528079","8","6","528577","2","4000","528080","528579","528579","8","5","532576","-5","3200","528580","535771","535771","0",534095,1,1519,"1","1","1","21","535792","3","800","535771","535795","535795","24","5","536576","-5","2400","535795","538971","538971","0","14","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6I","Even","Vowel","Congruent","Attend Number","1","1","?","?","0","0","?","?","Red","Black","Black","NonIncentive",NA,"3","4400","X",NA,"3600","1","21","538992","2","800","538973","538994","538995","23","4",539775,"2","300","538995","539777","539777","6","4","540075","2","500","539777","540077","540078","6","4","540575","2","4000","540078","540577","540578","6","3","544574","-3","3200","540578","547771","547771","0",545739,1,1165,"1","1","1","20","547791","2","800","547771","547793","547793","22","3","548574","-3","3600","547793","552171","552171","0","8","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
"CuedTSTrialPROC","proactive1","4","proactiveBlockList","2","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2A","Even","Vowel","Congruent","Attend Letter","1","1","?","?","1","0","?","?","Red","Black","Black","NonIncentive",NA,"3","4400","X",NA,"3600","1","19","552190","2","800","552172","552192","552192","21","2",552973,"2","300","552192","552975","552975","4","2","553273","2","500","552975","553275","553276","4","2","553773","2","4000","553276","553775","553775","4","1","557772","-1","3200","553776","560971","560971","0",558949,1,1177,"1","1","1","17","560988","3","800","560971","560991","560991","20","1","561772","-1","3600","560991","565371","565371","0","13","MixTaskINC",NA,NA,NA,NA,NA,NA,NA,NA,NA,130969
