"Procedure","RunNumberFilterValue","reactiveBlockList","Running","reactiveBlockList.Cycle","reactiveBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","ID","ITI","ms","TRs","Stim","TrialType","LWPC","Correct","Color","MiInConRea1","REA1SamplingList","CustomCaptureFilename","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","AudioRecordSoundIn1.Filename","AudioRecord.OnsetDelay","AudioRecord.OnsetTime","AudioRecord.DurationError","AudioRecord.Duration","AudioRecord.StartTime","AudioRecord.OffsetTime","AudioRecord.FinishTime","AudioRecord.OffsetDelay","Stimuli.OnsetDelay","Stimuli.OnsetTime","Stimuli.DurationError","Stimuli.Duration","Stimuli.StartTime","Stimuli.OffsetTime","Stimuli.FinishTime","Stimuli.OffsetDelay","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","McConRea1","MiConRea1","PC50InConRea1","PC50ConRea1","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","InstHalfway.OnsetDelay","InstHalfway.OnsetTime","InstHalfway.StartTime","scanstart.RTTime"
"FixationGetReadyPROC","reactive1","3","reactiveBlockList","2","1","19","55995","2","28400","55977","55997","55998","21","15","84391","2","1600","55998","84393","0","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","RED","InCon","MI","white","white","1","1","132017_reactive_StroopRea_run1_AudioRecord-1.wav","2100","15","85991","2","300","84395","85993","85993","17","15",86291,"1","300","85993","86292","86293","16","132017_reactive_StroopRea_run1_AudioRecord-1.wav","15","86591","3","100","86293","86594","86594","18","15","86691","2","2000","86595","86693","86693","17","14","88690","-14","2100","86693","90776","90776","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-2.wav","900","114","90890","2","300","90864","90892","90893","116","14",91090,"2","300","90893","91092","91092","16","132017_reactive_StroopRea_run1_AudioRecord-2.wav","14","91390","3","100","91092","91393","91393","17","14","91490","2","2000","91394","91492","91492","16","13","93489","-13","900","91493","94376","94376","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","Con","MI","purple","purple",NA,"2","132017_reactive_StroopRea_run1_AudioRecord-3.wav","900","30","94406","3","300","94389","94409","94409","33","13",94689,"2","300","94409","94691","94691","15","132017_reactive_StroopRea_run1_AudioRecord-3.wav","13","94989","3","100","94691","94992","94993","16","13","95089","2","2000","94993","95091","95092","15","13","97089","-13","900","95092","97976","97976","0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","GREEN","InCon","PC50","yellow","yellow",NA,"4","132017_reactive_StroopRea_run1_AudioRecord-4.wav","900","29","98005","3","300","97988","98008","98008","32","13",98289,"1","300","98008","98290","98291","14","132017_reactive_StroopRea_run1_AudioRecord-4.wav","13","98589","3","100","98291","98592","98592","16","13","98689","2","2000","98592","98691","98691","15","12","100688","-12","900","98691","101576","101576","0",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","GREEN","Con","PC50","green","green",NA,"3","132017_reactive_StroopRea_run1_AudioRecord-5.wav","2100","29","101605","2","300","101587","101607","101607","31","12",101888,"2","300","101608","101890","101890","14","132017_reactive_StroopRea_run1_AudioRecord-5.wav","12","102188","3","100","101890","102191","102191","15","12","102288","2","2000","102192","102290","102291","14","12","104288","-12","2100","102291","106376","106376","0",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","InCon","MI","purple","purple","6","1","132017_reactive_StroopRea_run1_AudioRecord-6.wav","2100","28","106404","2","300","106382","106406","106407","30","11",106687,"2","300","106407","106689","106689","13","132017_reactive_StroopRea_run1_AudioRecord-6.wav","11","106987","3","100","106690","106990","106991","14","11","107087","3","2000","106991","107090","107090","14","11","109087","-11","2100","107090","111176","111176","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-7.wav","2100","27","111203","2","300","111182","111205","111206","29","11",111487,"1","300","111206","111488","111489","12","132017_reactive_StroopRea_run1_AudioRecord-7.wav","11","111787","2","100","111489","111789","111790","13","11","111887","2","2000","111790","111889","111889","13","10","113886","-10","2100","111889","115976","115976","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-8.wav","3300","43","116019","2","300","116007","116021","116022","45","10",116286,"2","300","116022","116288","116288","12","132017_reactive_StroopRea_run1_AudioRecord-8.wav","10","116586","3","100","116288","116589","116589","13","10","116686","2","2000","116589","116688","116688","12","10","118686","-10","3300","116689","121976","121976","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PURPLE","InCon","MI","white","white","3","1","132017_reactive_StroopRea_run1_AudioRecord-9.wav","3300","26","122002","2","300","121982","122004","122004","28","9",122285,"2","300","122004","122287","122287","11","132017_reactive_StroopRea_run1_AudioRecord-9.wav","9","122585","3","100","122287","122588","122588","12","9","122685","2","2000","122589","122687","122688","11","9","124685","-9","3300","122688","127976","127976","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","InCon","MI","purple","purple","5","1","132017_reactive_StroopRea_run1_AudioRecord-10.wav","3300","25","128001","2","300","127983","128003","128003","27","8",128284,"2","300","128003","128286","128286","10","132017_reactive_StroopRea_run1_AudioRecord-10.wav","8","128584","3","100","128286","128587","128587","11","8","128684","2","2000","128587","128686","128686","10","8","130684","-8","3300","128687","133976","133976","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-11.wav","900","74","134050","3","300","134035","134053","134053","77","7",134283,"2","300","134053","134285","134285","9","132017_reactive_StroopRea_run1_AudioRecord-11.wav","7","134583","3","100","134285","134586","134586","10","7","134683","2","2000","134587","134685","134686","9","7","136683","-7","900","134686","137576","137576","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-12.wav","3300","24","137600","2","300","137592","137602","137602","26","6",137882,"2","300","137603","137884","137884","8","132017_reactive_StroopRea_run1_AudioRecord-12.wav","6","138182","3","100","137885","138185","138186","9","6","138282","3","2000","138186","138285","138285","9","6","140282","-6","3300","138285","143576","143576","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-13.wav","2100","22","143598","3","300","143583","143601","143601","25","6",143882,"1","300","143601","143883","143883","7","132017_reactive_StroopRea_run1_AudioRecord-13.wav","5","144181","3","100","143884","144184","144185","8","5","144281","3","2000","144185","144284","144284","8","5","146281","-5","2100","144284","148376","148376","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-14.wav","900","21","148397","3","300","148383","148400","148400","24","5",148681,"1","300","148400","148682","148683","6","132017_reactive_StroopRea_run1_AudioRecord-14.wav","5","148981","3","100","148683","148984","148984","8","5","149081","2","2000","148984","149083","149083","7","4","151080","-4","900","149084","151976","151976","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","InCon","MI","white","white","1","1","132017_reactive_StroopRea_run1_AudioRecord-15.wav","3300","38","152014","2","300","151990","152016","152016","40","4",152280,"2","300","152016","152282","152282","6","132017_reactive_StroopRea_run1_AudioRecord-15.wav","4","152580","3","100","152282","152583","152583","7","4","152680","2","2000","152584","152682","152683","6","4","154680","-4","3300","152683","157976","157976","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","GREEN","InCon","PC50","pink","255,105,180",NA,"4","132017_reactive_StroopRea_run1_AudioRecord-16.wav","3300","20","157996","2","300","157988","157998","157999","22","3",158279,"2","300","157999","158281","158281","5","132017_reactive_StroopRea_run1_AudioRecord-16.wav","3","158579","3","100","158281","158582","158583","6","3","158679","2","2000","158583","158681","158682","5","3","160679","-3","3300","158682","163976","163976","0",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-17.wav","900","36","164012","2","300","164001","164014","164014","38","2",164278,"2","300","164015","164280","164280","4","132017_reactive_StroopRea_run1_AudioRecord-17.wav","2","164578","3","100","164280","164581","164582","5","2","164678","3","2000","164582","164681","164681","5","2","166678","-2","900","164681","167576","167576","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","InCon","MI","white","white","2","1","132017_reactive_StroopRea_run1_AudioRecord-18.wav","2100","18","167594","3","300","167587","167597","167597","21","2",167878,"1","300","167597","167879","167880","3","132017_reactive_StroopRea_run1_AudioRecord-18.wav","2","168178","3","100","167880","168181","168181","5","2","168278","2","2000","168182","168280","168280","4","1","170277","-1","2100","168280","172376","172376","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PURPLE","InCon","MI","white","white","3","1","132017_reactive_StroopRea_run1_AudioRecord-19.wav","3300","18","172394","2","300","172382","172396","172396","20","1",172677,"2","300","172397","172679","172679","3","132017_reactive_StroopRea_run1_AudioRecord-19.wav","1","172977","3","100","172679","172980","172980","4","1","173077","2","2000","172981","173079","173080","3","1","175077","-1","3300","173080","178376","178376","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-20.wav","2100","17","178393","2","300","178382","178395","178395","19","0",178676,"2","300","178396","178678","178678","2","132017_reactive_StroopRea_run1_AudioRecord-20.wav","0","178976","3","100","178678","178979","178979","3","0","179076","2","2000","178980","179078","179078","2","0","181076","0","2100","179079","183176","183176","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","InCon","MI","purple","purple","4","1","132017_reactive_StroopRea_run1_AudioRecord-21.wav","3300","16","183192","2","300","183183","183194","183195","18","16",183492,"2","300","183195","183494","183494","18","132017_reactive_StroopRea_run1_AudioRecord-21.wav","16","183792","3","100","183494","183795","183795","19","16","183892","2","2000","183795","183894","183895","18","16","185892","-16","3300","183895","189176","189176","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PINK","Con","PC50","pink","255,105,180",NA,"3","132017_reactive_StroopRea_run1_AudioRecord-22.wav","2100","15","189191","2","300","189183","189193","189194","17","15",189491,"2","300","189194","189493","189493","17","132017_reactive_StroopRea_run1_AudioRecord-22.wav","15","189791","3","100","189493","189794","189794","18","15","189891","2","2000","189795","189893","189894","17","15","191891","-15","2100","189894","193976","193976","0",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","Con","MI","purple","purple",NA,"2","132017_reactive_StroopRea_run1_AudioRecord-23.wav","900","14","193990","3","300","193982","193993","193993","17","14",194290,"2","300","193993","194292","194292","16","132017_reactive_StroopRea_run1_AudioRecord-23.wav","14","194590","3","100","194292","194593","194593","17","14","194690","2","2000","194594","194692","194693","16","14","196690","-14","900","194693","197576","197576","0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","InCon","MI","purple","purple","5","1","132017_reactive_StroopRea_run1_AudioRecord-24.wav","900","30","197606","3","300","197589","197609","197609","33","14",197890,"1","300","197609","197891","197891","15","132017_reactive_StroopRea_run1_AudioRecord-24.wav","14","198190","3","100","197892","198193","198193","17","14","198290","2","2000","198193","198292","198292","16","13","200289","-13","900","198292","201176","201176","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","YELLOW","Con","PC50","yellow","yellow",NA,"3","132017_reactive_StroopRea_run1_AudioRecord-25.wav","900","30","201206","2","300","201188","201208","201208","32","13",201489,"2","300","201208","201491","201491","15","132017_reactive_StroopRea_run1_AudioRecord-25.wav","13","201789","3","100","201491","201792","201792","16","13","201889","2","2000","201793","201891","201892","15","13","203889","-13","900","201892","204776","204776","0",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-26.wav","900","29","204805","2","300","204788","204807","204808","31","12",205088,"2","300","204808","205090","205090","14","132017_reactive_StroopRea_run1_AudioRecord-26.wav","12","205388","3","100","205091","205391","205392","15","12","205488","3","2000","205392","205491","205491","15","12","207488","-12","900","205491","208376","208376","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","YELLOW","InCon","PC50","black","black",NA,"4","132017_reactive_StroopRea_run1_AudioRecord-27.wav","2100","29","208405","2","300","208389","208407","208407","31","12",208688,"2","300","208407","208690","208690","14","132017_reactive_StroopRea_run1_AudioRecord-27.wav","12","208988","3","100","208690","208991","208991","15","12","209088","2","2000","208991","209090","209091","14","12","211088","-12","2100","209091","213176","213176","0",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLACK","InCon","PC50","yellow","yellow",NA,"4","132017_reactive_StroopRea_run1_AudioRecord-28.wav","3300","28","213204","2","300","213183","213206","213207","30","11",213487,"2","300","213207","213489","213489","13","132017_reactive_StroopRea_run1_AudioRecord-28.wav","11","213787","3","100","213489","213790","213790","14","11","213887","2","2000","213791","213889","213890","13","11","215887","-11","3300","213890","219176","219176","0",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLACK","Con","PC50","black","black",NA,"3","132017_reactive_StroopRea_run1_AudioRecord-29.wav","3300","27","219203","2","300","219182","219205","219205","29","10",219486,"2","300","219206","219488","219488","12","132017_reactive_StroopRea_run1_AudioRecord-29.wav","10","219786","3","100","219488","219789","219790","13","10","219886","2","2000","219790","219888","219889","12","10","221886","-10","3300","219889","225176","225176","0",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","WHITE","Con","MI","white","white",NA,"2","132017_reactive_StroopRea_run1_AudioRecord-30.wav","900","26","225202","2","300","225183","225204","225205","28","9",225485,"2","300","225205","225487","225487","11","132017_reactive_StroopRea_run1_AudioRecord-30.wav","9","225785","3","100","225487","225788","225789","12","9","225885","3","2000","225789","225888","225888","12","9","227885","-9","900","225888","228776","228776","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-31.wav","3300","25","228801","3","300","228784","228804","228804","28","9",229085,"1","300","228804","229086","229087","10","132017_reactive_StroopRea_run1_AudioRecord-31.wav","9","229385","3","100","229087","229388","229388","12","9","229485","2","2000","229388","229487","229487","11","8","231484","-8","3300","229487","234776","234776","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","InCon","MI","white","white","2","1","132017_reactive_StroopRea_run1_AudioRecord-32.wav","900","24","234800","3","300","234782","234803","234803","27","8",235084,"1","300","234803","235085","235086","9","132017_reactive_StroopRea_run1_AudioRecord-32.wav","8","235384","3","100","235086","235387","235387","11","8","235484","2","2000","235387","235486","235486","10","7","237483","-7","900","235487","238376","238376","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-33.wav","2100","24","238400","2","300","238392","238402","238403","26","7",238683,"2","300","238403","238685","238685","9","132017_reactive_StroopRea_run1_AudioRecord-33.wav","7","238983","3","100","238685","238986","238986","10","7","239083","2","2000","238987","239085","239086","9","7","241083","-7","2100","239086","243176","243176","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","Con","MI","white","white",NA,"2","132017_reactive_StroopRea_run1_AudioRecord-34.wav","2100","23","243199","2","300","243183","243201","243202","25","6",243482,"2","300","243202","243484","243484","8","132017_reactive_StroopRea_run1_AudioRecord-34.wav","6","243782","3","100","243485","243785","243786","9","6","243882","3","2000","243786","243885","243885","9","6","245882","-6","2100","243885","247976","247976","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-35.wav","3300","22","247998","2","300","247983","248000","248001","24","6",248282,"1","300","248001","248283","248284","7","132017_reactive_StroopRea_run1_AudioRecord-35.wav","6","248582","3","100","248284","248585","248585","9","6","248682","2","2000","248585","248684","248684","8","5","250681","-5","3300","248684","253976","253976","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","InCon","MI","purple","purple","6","1","132017_reactive_StroopRea_run1_AudioRecord-36.wav","2100","21","253997","3","300","253983","254000","254000","24","5",254281,"2","300","254000","254283","254283","7","132017_reactive_StroopRea_run1_AudioRecord-36.wav","5","254581","3","100","254283","254584","254584","8","5","254681","2","2000","254584","254683","254683","7","4","256680","-4","2100","254683","258776","258776","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-37.wav","3300","21","258797","2","300","258782","258799","258799","23","4",259080,"2","300","258799","259082","259082","6","132017_reactive_StroopRea_run1_AudioRecord-37.wav","4","259380","3","100","259082","259383","259383","7","4","259480","2","2000","259383","259482","259483","6","4","261480","-4","3300","259483","264776","264776","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","InCon","MI","purple","purple","4","1","132017_reactive_StroopRea_run1_AudioRecord-38.wav","3300","20","264796","2","300","264782","264798","264798","22","3",265079,"2","300","264798","265081","265081","5","132017_reactive_StroopRea_run1_AudioRecord-38.wav","3","265379","3","100","265081","265382","265382","6","3","265479","2","2000","265383","265481","265482","5","3","267479","-3","3300","265482","270776","270776","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-39.wav","2100","19","270795","2","300","270782","270797","270797","21","2",271078,"2","300","270797","271080","271080","4","132017_reactive_StroopRea_run1_AudioRecord-39.wav","2","271378","3","100","271080","271381","271381","5","2","271478","2","2000","271382","271480","271481","4","2","273478","-2","2100","271481","275576","275576","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
